MissionDate,CountryOfCitizenship,R-T,PULOC,DropLoc,AlienMasterIDCount,MissionIDCount,JuvenileCount,JuvPercent,NCCount,NCPercent
2018-04-17,GUATEMALA,T,KBFI,KIWA,11,1,1.0,0.09090909090909091,6.0,54.54545454545454
2018-04-24,GUATEMALA,T,KBFI,KIWA,9,1,0.0,0.0,7.0,77.77777777777779
2018-05-08,GUATEMALA,T,KBFI,KIWA,9,1,0.0,0.0,6.0,66.66666666666666
2018-05-15,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,1.0,25.0
2018-05-22,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,4.0,66.66666666666666
2018-05-29,GUATEMALA,T,KBFI,KIWA,10,1,0.0,0.0,6.0,60.0
2018-06-05,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,3.0,50.0
2018-06-12,GUATEMALA,T,KBFI,KIWA,4,1,0.0,0.0,2.0,50.0
2018-06-19,GUATEMALA,T,KBFI,KIWA,8,1,0.0,0.0,4.0,50.0
2018-06-24,GUATEMALA,T,KBFI,KIWA,30,1,0.0,0.0,29.0,96.66666666666667
2018-07-02,GUATEMALA,T,KBFI,KIWA,7,1,0.0,0.0,6.0,85.71428571428571
2018-07-17,GUATEMALA,T,KBFI,KIWA,6,1,0.0,0.0,3.0,50.0
