"Date"|"Flight"|"Departure"|"STD"|"Arrival"|"STA"|"Aircraft"|"Status"|"Duration"
"8 Apr"|" WAL700"|"Charlotte, NC(CLT/KCLT)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 18:17 EDT"|"01h26m"
"8 Apr"|" WAL9700"|"Charlotte, NC(CLT/KCLT)"|"15:30 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h27m"
"8 Apr"|" WAL700"|"Basseterre(SKB/TKPK)"|"10:00 AST"|"Charlotte, NC(CLT/KCLT)"|"-"|"MD83 (N801WA)"|"Landed 15:13 EDT"|"04h07m"
"8 Apr"|" WAL9699"|"Miami, FL(MIA/KMIA)"|"05:45 EDT"|"Basseterre(SKB/TKPK)"|"-"|"MD83 (N801WA)"|"Landed"|"02h25m"
"4 Apr"|" WAL9700"|"Charlotte, NC(CLT/KCLT)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 19:56 EDT"|"01h26m"
"4 Apr"|" WAL9702"|"Charlotte, NC(CLT/KCLT)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 19:07 EDT"|"01h23m"
"4 Apr"|" WAL700"|"San Juan(SJU/TJSJ)"|"12:45 AST"|"Charlotte, NC(CLT/KCLT)"|"-"|"MD83 (N801WA)"|"Landed 16:45 EDT"|"03h29m"
"4 Apr"|" WAL701"|"San Juan(SJU/TJSJ)"|"12:00 AST"|"Charlotte, NC(CLT/KCLT)"|"-"|"MD83 (N805WA)"|"Landed 15:42 EDT"|"03h19m"
"4 Apr"|" WAL701"|"Saint Martin(SXM/TNCM)"|"-"|"San Juan(SJU/TJSJ)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"4 Apr"|" WAL700"|"Bridgetown(BGI/TBPB)"|"-"|"San Juan(SJU/TJSJ)"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"4 Apr"|" WAL9701"|"Miami, FL(MIA/KMIA)"|"06:00 EDT"|"Saint Martin(SXM/TNCM)"|"-"|"MD83 (N805WA)"|"Landed 08:22 AST"|"02h15m"
"4 Apr"|" WAL9701"|"Miami, FL(MIA/KMIA)"|"-"|"Bridgetown(BGI/TBPB)"|"-"|"MD83 (N801WA)"|"Landed 08:30 AST"|"03h03m"
"4 Apr"|" WAL9699"|"Miami, FL(MIA/KMIA)"|"05:00 EDT"|"Bridgetown(BGI/TBPB)"|"-"|"MD83 "|"Landed"|"03h32m"
"28 Mar"|" WAL9701"|"Charlotte, NC(CLT/KCLT)"|"19:00 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 22:28 EDT"|"01h30m"
"28 Mar"|" WAL700"|"Saint Martin(SXM/TNCM)"|"13:00 AST"|"Charlotte, NC(CLT/KCLT)"|"-"|"MD83 (N801WA)"|"Landed 18:35 EDT"|"05h39m"
"28 Mar"|" WAL700"|"Bridgetown(BGI/TBPB)"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"28 Mar"|" WAL699"|"Miami, FL(MIA/KMIA)"|"05:15 EDT"|"Bridgetown(BGI/TBPB)"|"-"|"MD83 (N801WA)"|"Landed 08:47 AST"|"03h10m"
"27 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N806WA)"|"Landed 19:22 EDT"|"02h12m"
"27 Mar"|" WAL9806"|"San Antonio, TX(SAT/KSAT)"|"14:00 CDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h13m"
"27 Mar"|" WAL9807"|"San Antonio, TX(SAT/KSAT)"|"14:00 CDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 19:42 EDT"|"02h13m"
"24 Mar"|" WAL796"|"Roatan Island(RTB/MHRO)"|"17:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 21:29 EDT"|"01h45m"
"24 Mar"|" WAL798"|"La Mesa(SAP/MHLM)"|"17:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 22:09 EDT"|"01h58m"
"24 Mar"|" WAL9795"|"Miami, FL(MIA/KMIA)"|"15:00 EDT"|"Roatan Island(RTB/MHRO)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"24 Mar"|" WAL9797"|"Miami, FL(MIA/KMIA)"|"14:45 EDT"|"La Mesa(SAP/MHLM)"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"22 Mar"|" WAL9792"|"New York, NY(JFK/KJFK)"|"23:00 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 01:20 EDT"|"02h24m"
"22 Mar"|" WAL796"|"Roatan Island(RTB/MHRO)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 20:32 EDT"|"01h43m"
"22 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 "|"Landed"|"03h05m"
"22 Mar"|" WAL201"|"Georgetown(GCM/MWCR)"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"22 Mar"|" WAL795"|"Miami, FL(MIA/KMIA)"|"12:30 EDT"|"Roatan Island(RTB/MHRO)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"22 Mar"|" WAL9123"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 11:44 EDT"|"01h07m"
"21 Mar"|" WAL201"|"Tampa, FL(TPA/KTPA)"|"19:45 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 20:34 EST"|"01h24m"
"21 Mar"|" WAL200"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 18:58 EDT"|"01h18m"
"21 Mar"|" WAL123"|"Miami, FL(MIA/KMIA)"|"14:50 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N805WA)"|"Landed 15:53 EST"|"01h10m"
"21 Mar"|" WAL122"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h07m"
"21 Mar"|" WAL105"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 14:13 EDT"|"01h03m"
"21 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 14:01 EST"|"03h31m"
"21 Mar"|" WAL105"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N808WA)"|"Landed 10:35 EST"|"-"
"21 Mar"|" WAL105"|"Georgetown(GCM/MWCR)"|"-"|"Kingston(KIN/MKJP)"|"-"|"MD83 (N808WA)"|"Landed 08:32 EST"|"00h45m"
"20 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 23:23 EDT"|"03h11m"
"20 Mar"|" WAL601"|"Tampa, FL(TPA/KTPA)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 17:41 EST"|"01h23m"
"20 Mar"|" WAL105"|"Miami, FL(MIA/KMIA)"|"17:00 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N808WA)"|"Landed 17:35 EST"|"01h04m"
"20 Mar"|" WAL201"|"Tampa, FL(TPA/KTPA)"|"16:05 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"01h20m"
"20 Mar"|" WAL9807"|"Brownsville, TX(BRO/KBRO)"|"15:00 CDT"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N807TR)"|"Landed 16:43 CDT"|"00h43m"
"20 Mar"|" WAL200"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 "|"Landed"|"01h29m"
"20 Mar"|" WAL601"|"-"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 15:45 EDT"|"-"
"20 Mar"|" WAL601"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 11:50 EST"|"-"
"20 Mar"|" WAL601"|"-"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"20 Mar"|" WAL601"|"Georgetown(GCM/MWCR)"|"-"|"Kingston(KIN/MKJP)"|"-"|"MD83 (N801WA)"|"Landed 08:31 EST"|"00h45m"
"19 Mar"|" WAL408"|"Alexandria, LA(AEX/KAEX)"|"19:16 CDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N804WA)"|"Landed 23:05 EDT"|"01h41m"
"19 Mar"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"17:15 CDT"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N804WA)"|"Landed 18:34 CDT"|"01h00m"
"19 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"-"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"19 Mar"|" WAL9408"|"San Antonio, TX(SAT/KSAT)"|"15:00 CDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h44m"
"19 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"10:40 EDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N807TR)"|"Landed"|"02h04m"
"19 Mar"|" WAL601"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 10:14 EST"|"-"
"19 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"-"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"19 Mar"|" WAL600"|"Georgetown(GCM/MWCR)"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"18 Mar"|" WAL102"|"San Juan(SJU/TJSJ)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 17:18 EDT"|"02h19m"
"18 Mar"|" WAL708"|"San Juan(SJU/TJSJ)"|"13:30 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h28m"
"18 Mar"|" WAL102"|"-"|"-"|"San Juan(SJU/TJSJ)"|"-"|"MD83 (N807TR)"|"Landed 12:41 AST"|"-"
"18 Mar"|" WAL708"|"Alexandria, LA(AEX/KAEX)"|"06:40 CDT"|"San Juan(SJU/TJSJ)"|"-"|"MD83 "|"Landed"|"03h31m"
"17 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"13:15 EDT"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 "|"Landed"|"02h00m"
"17 Mar"|" WAL102"|"Miami, FL(MIA/KMIA)"|"-"|"-"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"17 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"09:55 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h16m"
"17 Mar"|" WAL102"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 11:53 EDT"|"04h22m"
"17 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"07:15 EDT"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 "|"Landed"|"01h23m"
"16 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"10:30 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 13:07 EST"|"03h15m"
"15 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 23:20 EDT"|"03h20m"
"15 Mar"|" WAL608"|"Dallas, TX(DAL/KDAL)"|"14:30 CDT"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 16:17 CDT"|"00h47m"
"15 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"14:30 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 17:55 EST"|"03h13m"
"15 Mar"|" WAL608"|"Gary, IN(GYY/KGYY)"|"11:30 CDT"|"Dallas, TX(DAL/KDAL)"|"-"|"MD83 (N806WA)"|"Landed 14:01 CDT"|"01h56m"
"15 Mar"|" WAL102"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 11:06 EDT"|"01h07m"
"15 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"-"|"Gary, IN(GYY/KGYY)"|"-"|"MD83 (N806WA)"|"Landed"|"-"
"14 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 03:12 EDT"|"03h15m"
"14 Mar"|" WAL115"|"Miami, FL(MIA/KMIA)"|"19:30 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N807TR)"|"Landed 20:12 EST"|"01h00m"
"14 Mar"|" WAL200"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 "|"Landed"|"01h38m"
"14 Mar"|" WAL201"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 20:08 EDT"|"01h24m"
"14 Mar"|" WAL201"|"Tampa, FL(TPA/KTPA)"|"17:55 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 22:01 EST"|"01h22m"
"14 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 18:00 EDT"|"02h10m"
"14 Mar"|" WAL201"|"New York, NY(JFK/KJFK)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 16:47 EST"|"03h14m"
"14 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"10:15 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"03h16m"
"14 Mar"|" WAL1201"|"Miami, FL(MIA/KMIA)"|"10:00 EDT"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h49m"
"13 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 "|"Landed"|"03h26m"
"14 Mar"|" WAL201"|"-"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 02:44 EDT"|"-"
"13 Mar"|" WAL212"|"Santo Domingo(SDQ/MDSD)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 21:35 EDT"|"01h55m"
"13 Mar"|" WAL408"|"La Mesa(SAP/MHLM)"|"15:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 19:02 CDT"|"02h32m"
"13 Mar"|" WAL201"|"Tampa, FL(TPA/KTPA)"|"16:05 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 21:20 EST"|"01h23m"
"13 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"15:00 EDT"|"Santo Domingo(SDQ/MDSD)"|"-"|"MD83 (N808WA)"|"Landed 16:35 AST"|"01h36m"
"13 Mar"|" WAL1202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 16:59 EDT"|"02h07m"
"13 Mar"|" WAL200"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 16:16 EDT"|"01h29m"
"13 Mar"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"12:30 CDT"|"La Mesa(SAP/MHLM)"|"-"|"MD83 "|"Landed"|"02h04m"
"13 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"10:20 CDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N804WA)"|"Landed"|"00h53m"
"13 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EDT"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h49m"
"13 Mar"|" WAL104"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 10:54 EST"|"-"
"13 Mar"|" WAL104"|"-"|"-"|"Kingston(KIN/MKJP)"|"-"|"MD83 (N801WA)"|"Landed 07:57 EST"|"-"
"13 Mar"|" WAL9663"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 01:17 EDT"|"-"
"12 Mar"|" WAL9664"|"Tallahassee, FL(TLH/KTLH)"|"22:45 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h06m"
"13 Mar"|" WAL9663"|"-"|"-"|"-"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"12 Mar"|" WAL9663"|"Miami, FL(MIA/KMIA)"|"-"|"Greensboro, NC(GSO/KGSO)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"12 Mar"|" WAL104"|"Miami, FL(MIA/KMIA)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 17:51 EST"|"00h58m"
"12 Mar"|" WAL663"|"Greensboro, NC(GSO/KGSO)"|"17:30 EDT"|"Tallahassee, FL(TLH/KTLH)"|"-"|"MD83 "|"Landed"|"01h07m"
"12 Mar"|" WAL105"|"Miami, FL(MIA/KMIA)"|"17:15 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"01h02m"
"12 Mar"|" WAL408"|"Guatemala City(GUA/MGGT)"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 16:57 CDT"|"02h37m"
"12 Mar"|" WAL104"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 16:09 EDT"|"01h11m"
"12 Mar"|" WAL708"|"Brownsville, TX(BRO/KBRO)"|"13:40 CDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 18:19 EDT"|"02h13m"
"12 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 16:45 EDT"|"02h11m"
"12 Mar"|" WAL608"|"San Salvador(SAL/MSLP)"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 16:03 CDT"|"-"
"12 Mar"|" WAL708"|"Alexandria, LA(AEX/KAEX)"|"11:05 CDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N807TR)"|"Landed"|"01h09m"
"12 Mar"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"09:10 CDT"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N804WA)"|"Landed"|"02h02m"
"12 Mar"|" WAL608"|"Laredo, TX(LRD/KLRD)"|"09:10 CDT"|"San Salvador(SAL/MSLP)"|"-"|"MD83 (N806WA)"|"Landed"|"02h34m"
"12 Mar"|" WAL1201"|"Miami, FL(MIA/KMIA)"|"10:00 EDT"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h51m"
"12 Mar"|" WAL601"|"New York, NY(JFK/KJFK)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 12:24 EST"|"03h30m"
"12 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"09:40 EDT"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N807TR)"|"Landed"|"01h14m"
"12 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"09:40 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"03h19m"
"12 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"-"|"Laredo, TX(LRD/KLRD)"|"-"|"MD83 (N806WA)"|"Landed"|"-"
"12 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"07:00 CDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N804WA)"|"Landed 07:47 CDT"|"00h40m"
"12 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"-"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"11 Mar"|" WAL212"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 18:55 EDT"|"02h02m"
"11 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 "|"Landed"|"03h27m"
"11 Mar"|" WAL601"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 20:16 EDT"|"03h25m"
"11 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:33 EDT"|"02h09m"
"11 Mar"|" WAL408"|"Guatemala City(GUA/MGGT)"|"10:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"02h41m"
"11 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"-"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N808WA)"|"Landed"|"-"
"11 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EDT"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h49m"
"11 Mar"|" WAL9804"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 14:40 CDT"|"-"
"11 Mar"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"07:35 CDT"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 "|"Landed"|"02h00m"
"11 Mar"|" WAL601"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 10:09 EST"|"-"
"11 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"11 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"05:25 CDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h40m"
"10 Mar"|" WAL9612"|"Greensboro, NC(GSO/KGSO)"|"17:30 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 19:19 EDT"|"01h44m"
"10 Mar"|" WAL708"|"Guatemala City(GUA/MGGT)"|"13:10 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 17:15 EDT"|"02h16m"
"10 Mar"|" WAL611"|"Tallahassee, FL(TLH/KTLH)"|"15:00 EDT"|"Greensboro, NC(GSO/KGSO)"|"-"|"MD83 (N805WA)"|"Landed"|"01h22m"
"10 Mar"|" WAL408"|"San Salvador(SAL/MSLP)"|"12:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"03h01m"
"10 Mar"|" WAL9804"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 15:03 CDT"|"-"
"10 Mar"|" WAL9611"|"Miami, FL(MIA/KMIA)"|"12:15 EDT"|"Tallahassee, FL(TLH/KTLH)"|"-"|"MD83 (N805WA)"|"Landed"|"01h04m"
"10 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"11:35 EDT"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"10 Mar"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"09:25 CDT"|"San Salvador(SAL/MSLP)"|"-"|"MD83 "|"Landed"|"02h16m"
"10 Mar"|" WAL9804"|"-"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"10 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"09:05 EDT"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 10:20 EDT"|"01h16m"
"10 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"07:15 CDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h43m"
"10 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"10 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"06:25 EDT"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"01h17m"
"9 Mar"|" WAL212"|"Santo Domingo(SDQ/MDSD)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 21:38 EDT"|"02h00m"
"9 Mar"|" WAL708"|"La Mesa(SAP/MHLM)"|"15:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 18:25 EDT"|"02h04m"
"9 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 18:11 EDT"|"02h10m"
"9 Mar"|" WAL608"|"Brownsville, TX(BRO/KBRO)"|"14:40 CDT"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 14:07 CDT"|"00h46m"
"9 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"15:00 EDT"|"Santo Domingo(SDQ/MDSD)"|"-"|"MD83 (N805WA)"|"Landed 17:07 AST"|"01h54m"
"9 Mar"|" WAL708"|"Houston, TX(IAH/KIAH)"|"12:10 CDT"|"La Mesa(SAP/MHLM)"|"-"|"MD83 (N807TR)"|"Landed"|"02h10m"
"9 Mar"|" WAL608"|"Columbus, GA(CSG/KCSG)"|"12:15 EDT"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N806WA)"|"Landed"|"02h04m"
"9 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"10:05 EDT"|"Houston, TX(IAH/KIAH)"|"-"|"MD83 (N807TR)"|"Landed 10:20 CDT"|"01h42m"
"9 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"10:00 EDT"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N808WA)"|"Landed"|"01h56m"
"9 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"09:40 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 11:52 EST"|"03h10m"
"9 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"08:00 CDT"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N806WA)"|"Landed"|"01h38m"
"9 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"07:25 EDT"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"01h26m"
